Player,Span,Matches,Innings,NO,Runs,Highest_Score,Average,100s,50s,0s,Country
Mohammad Shahzad,2009-2023,159,161.0,6.0,4844.0,131.0,31.25,7.0,26.0,8.0,AFG
N Dickwella,2014-2023,137,175.0,9.0,4841.0,116.0,29.16,2.0,32.0,7.0,SL
IR Redpath,1964-1976,71,125.0,11.0,4783.0,171.0,41.95,8.0,31.0,10.0,AUS
HH Pandya,2016-2026,243,195.0,39.0,4724.0,108.0,30.28,1.0,24.0,10.0,IND
Majid Khan,1964-1983,86,128.0,6.0,4717.0,167.0,38.66,9.0,26.0,10.0,PAK
JDP Oram,2001-2012,229,205.0,32.0,4688.0,133.0,27.09,6.0,21.0,15.0,NZ
AG Prince,2002-2011,119,146.0,28.0,4688.0,162.0,39.72,11.0,14.0,11.0,SA
KJ Coetzer,2008-2023,159,155.0,7.0,4687.0,156.0,31.66,5.0,27.0,12.0,SCOT
MS Wade,2011-2024,225,214.0,43.0,4682.0,117.0,27.38,5.0,19.0,9.0,AUS
PV Simmons,1987-1999,169,185.0,13.0,4677.0,122.0,27.19,6.0,22.0,18.0,WI
RC Fredericks,1968-1977,71,121.0,7.0,4645.0,169.0,40.74,9.0,27.0,7.0,WI
Soumya Sarkar,2014-2025,182,190.0,8.0,4631.0,169.0,25.44,4.0,23.0,24.0,BAN
APE Knott,1967-1981,115,163.0,19.0,4589.0,135.0,31.86,5.0,31.0,10.0,ENG
GM Turner,1969-1983,82,113.0,12.0,4589.0,259.0,45.43,10.0,23.0,2.0,NZ
HA Gomes,1976-1987,143,155.0,26.0,4586.0,143.0,35.55,10.0,19.0,10.0,WI
Mohsin Khan,1977-1986,123,154.0,11.0,4586.0,200.0,32.06,9.0,17.0,6.0,PAK
AC Hudson,1991-1998,124,151.0,4.0,4566.0,163.0,31.06,6.0,31.0,13.0,SA
H Sutcliffe,1924-1935,54,84.0,9.0,4555.0,194.0,60.73,16.0,23.0,2.0,ENG
JV Coney,1974-1987,140,165.0,33.0,4542.0,174.0,34.4,3.0,24.0,4.0,NZ
PBH May,1951-1961,66,106.0,9.0,4537.0,285.0,46.77,13.0,22.0,8.0,ENG
MP O'Dowd,2015-2026,156,152.0,11.0,4507.0,158.0,31.96,2.0,31.0,5.0,NED
ER Dexter,1958-1968,62,102.0,8.0,4502.0,205.0,47.89,9.0,27.0,6.0,ENG
M Vijay,2008-2018,87,130.0,1.0,4490.0,167.0,34.8,12.0,16.0,9.0,IND
DL Amiss,1966-1977,68,106.0,10.0,4471.0,262.0,46.57,15.0,12.0,10.0,ENG
RL Chase,2016-2026,183,202.0,21.0,4457.0,137.0,24.62,5.0,21.0,26.0,WI
ED Weekes,1948-1958,48,81.0,5.0,4455.0,207.0,58.61,15.0,19.0,6.0,WI
RD Jacobs,1996-2004,212,224.0,53.0,4442.0,118.0,25.97,3.0,23.0,23.0,WI
DJ Malan,2017-2023,114,129.0,12.0,4416.0,140.0,37.74,8.0,32.0,9.0,ENG
BJ Watling,2009-2021,108,146.0,18.0,4401.0,205.0,34.38,8.0,24.0,13.0,NZ
R Ashwin,2010-2024,287,233.0,47.0,4394.0,124.0,23.62,6.0,15.0,15.0,IND
Mehidy Hasan Miraz,2016-2026,207,215.0,26.0,4383.0,112.0,23.19,4.0,16.0,13.0,BAN
NV Knight,1995-2003,117,130.0,10.0,4356.0,125.0,36.3,6.0,29.0,7.0,ENG
SV Carlisle,1995-2005,148,173.0,14.0,4355.0,121.0,27.38,5.0,17.0,18.0,ZIM
Imrul Kayes,2008-2019,131,167.0,4.0,4350.0,150.0,26.68,7.0,20.0,10.0,BAN
Ibrahim Zadran,2019-2026,112,120.0,12.0,4336.0,177.0,40.14,7.0,29.0,5.0,AFG
GD Phillips,2017-2026,161,153.0,27.0,4323.0,108.0,34.3,4.0,22.0,6.0,NZ
HT Tector,2019-2026,161,157.0,22.0,4311.0,140.0,31.93,5.0,27.0,13.0,IRE
SCJ Broad,2006-2023,344,338.0,76.0,4309.0,169.0,16.44,1.0,13.0,49.0,ENG
MA Butcher,1997-2004,71,131.0,7.0,4288.0,173.0,34.58,8.0,23.0,10.0,ENG
KIC Asalanka,2021-2026,162,155.0,19.0,4278.0,127.0,31.45,5.0,23.0,12.0,SL
KA Pollard,2007-2022,224,196.0,30.0,4275.0,119.0,25.75,3.0,19.0,18.0,WI
Rahmanullah Gurbaz,2019-2026,141,143.0,1.0,4265.0,151.0,30.03,9.0,20.0,13.0,AFG
CS MacLeod,2008-2022,152,147.0,16.0,4264.0,175.0,32.54,10.0,20.0,17.0,SCOT
N Pooran,2016-2024,167,155.0,18.0,4258.0,118.0,31.08,3.0,24.0,6.0,WI
Asghar Afghan,2009-2021,195,186.0,15.0,4246.0,164.0,24.83,2.0,19.0,13.0,AFG
MJ Greatbatch,1988-1996,125,154.0,10.0,4227.0,146.0,29.35,5.0,23.0,16.0,NZ
Imran Farhat,2001-2013,105,142.0,4.0,4195.0,128.0,30.39,4.0,27.0,7.0,PAK
SK Warne,1992-2007,339,306.0,46.0,4172.0,99.0,16.04,0.0,13.0,44.0,AUS
MG Erasmus,2019-2026,146,141.0,21.0,4122.0,125.0,34.35,3.0,31.0,7.0,NAM
V Sibanda,2003-2016,167,180.0,5.0,4096.0,116.0,23.4,2.0,24.0,20.0,ZIM
E Lewis,2016-2026,137,133.0,9.0,4078.0,176.0,32.88,7.0,25.0,9.0,WI
SA Yadav,2021-2026,151,143.0,22.0,4053.0,117.0,33.49,4.0,29.0,10.0,IND
SV Manjrekar,1987-1996,111,131.0,16.0,4037.0,218.0,35.1,5.0,24.0,6.0,IND
KWR Fletcher,1968-1982,83,118.0,17.0,4029.0,216.0,39.89,8.0,24.0,6.0,ENG
RS Bopara,2007-2015,171,163.0,32.0,3981.0,143.0,30.38,4.0,17.0,9.0,ENG
SO Hetmyer,2017-2026,155,154.0,10.0,3974.0,139.0,27.59,5.0,18.0,7.0,WI
Shoaib Mohammad,1983-1995,108,126.0,13.0,3974.0,203.0,35.16,8.0,21.0,14.0,PAK
Salman Agha,2022-2026,125,134.0,22.0,3941.0,134.0,35.18,6.0,25.0,6.0,PAK
L Vincent,2001-2007,134,148.0,11.0,3919.0,224.0,28.6,6.0,20.0,13.0,NZ
Hanif Mohammad,1952-1969,55,97.0,8.0,3915.0,337.0,43.98,12.0,15.0,5.0,PAK
GP Howarth,1975-1985,117,148.0,10.0,3915.0,147.0,28.36,6.0,17.0,8.0,NZ
Asif Iqbal,1964-1980,68,107.0,9.0,3905.0,175.0,39.84,11.0,17.0,9.0,PAK
Najibullah Zadran,2012-2024,199,179.0,46.0,3890.0,104.0,29.24,1.0,23.0,10.0,AFG
AW Greig,1972-1977,80,112.0,7.0,3868.0,148.0,36.83,8.0,20.0,6.0,ENG
FMM Worrell,1948-1963,51,87.0,9.0,3860.0,261.0,49.48,9.0,22.0,11.0,WI
Mushtaq Mohammad,1959-1979,67,109.0,10.0,3852.0,201.0,38.9,10.0,20.0,4.0,PAK
BA King,2019-2026,148,152.0,7.0,3835.0,112.0,26.44,3.0,25.0,14.0,WI
JA Rudolph,2003-2012,94,123.0,16.0,3802.0,222.0,35.53,6.0,18.0,8.0,SA
CL Walcott,1948-1960,44,74.0,7.0,3798.0,220.0,56.68,15.0,14.0,1.0,WI
Z Crawley,2019-2026,73,126.0,3.0,3791.0,267.0,30.82,5.0,23.0,15.0,ENG
BE Congdon,1965-1978,72,123.0,10.0,3786.0,176.0,33.5,8.0,21.0,9.0,NZ
CO Obuya,2001-2024,179,159.0,21.0,3786.0,98.0,27.43,0.0,20.0,12.0,KENYA
DJG Sammy,2004-2017,232,220.0,50.0,3781.0,106.0,22.24,1.0,14.0,15.0,WI
MJ Santner,2015-2026,294,228.0,73.0,3773.0,126.0,24.34,1.0,9.0,12.0,NZ
SO Tikolo,1996-2014,150,145.0,15.0,3773.0,111.0,29.02,3.0,26.0,16.0,KENYA
BA Edgar,1978-1986,103,132.0,9.0,3772.0,161.0,30.66,4.0,22.0,10.0,NZ
LMP Simmons,2006-2021,144,148.0,13.0,3763.0,122.0,27.87,2.0,25.0,16.0,WI
NLTC Perera,2009-2021,256,217.0,38.0,3745.0,140.0,20.92,1.0,14.0,19.0,SL
OJ Pope,2018-2025,64,113.0,5.0,3732.0,205.0,34.55,9.0,16.0,6.0,ENG
RK Paudel,2018-2026,156,148.0,18.0,3720.0,126.0,28.61,2.0,19.0,6.0,NEP
R Ravindra,2021-2026,111,118.0,15.0,3709.0,240.0,36.0,9.0,15.0,6.0,NZ
CR Woakes,2011-2025,217,204.0,50.0,3705.0,137.0,24.05,1.0,13.0,21.0,ENG
BA Young,1990-1999,109,141.0,9.0,3702.0,267.0,28.04,2.0,21.0,10.0,NZ
GJ Bailey,2012-2017,125,119.0,18.0,3700.0,156.0,36.63,3.0,25.0,5.0,AUS
PR Umrigar,1948-1962,59,94.0,8.0,3631.0,223.0,42.22,12.0,14.0,5.0,IND
MH Cross,2013-2026,198,170.0,14.0,3624.0,114.0,23.23,2.0,16.0,8.0,SCOT
Wasim Raja,1973-1985,111,137.0,24.0,3603.0,125.0,31.88,4.0,20.0,14.0,PAK
GN Yallop,1976-1984,69,97.0,9.0,3579.0,268.0,40.67,8.0,16.0,4.0,AUS
Harbhajan Singh,1998-2016,367,286.0,63.0,3569.0,115.0,16.0,2.0,9.0,37.0,IND
VG Kambli,1991-2000,121,118.0,22.0,3561.0,227.0,37.09,6.0,17.0,7.0,IND
DW Randall,1976-1985,96,124.0,10.0,3537.0,174.0,31.02,7.0,17.0,18.0,ENG
AR Morris,1946-1955,46,79.0,3.0,3533.0,206.0,46.48,12.0,12.0,4.0,AUS
EH Hendren,1920-1935,51,83.0,9.0,3525.0,205.0,47.63,7.0,21.0,4.0,ENG
Yasir Hameed,2003-2010,81,105.0,4.0,3519.0,170.0,34.84,5.0,20.0,3.0,PAK
Shahriar Nafees,2005-2013,100,124.0,5.0,3493.0,138.0,29.35,5.0,20.0,15.0,BAN
LJ Tucker,2016-2026,158,151.0,17.0,3487.0,108.0,26.02,1.0,20.0,12.0,IRE
RR Hendricks,2014-2025,128,127.0,4.0,3478.0,117.0,28.27,2.0,25.0,9.0,SA
B Mitchell,1929-1949,42,80.0,9.0,3471.0,189.0,48.88,8.0,21.0,3.0,SA
Taufeeq Umar,2001-2014,66,105.0,6.0,3467.0,236.0,35.02,7.0,17.0,6.0,PAK
KD Karthik,2004-2022,180,169.0,44.0,3463.0,129.0,27.7,1.0,17.0,13.0,IND
M Prabhakar,1984-1996,169,156.0,30.0,3458.0,120.0,27.44,3.0,20.0,11.0,IND
A Kumble,1990-2008,403,309.0,79.0,3444.0,110.0,14.97,1.0,5.0,35.0,IND
JR Reid,1949-1965,58,108.0,5.0,3428.0,142.0,33.28,6.0,22.0,5.0,NZ
SA Edwards,2018-2026,155,141.0,29.0,3424.0,99.0,30.57,0.0,22.0,6.0,NED
C Hill,1896-1912,49,89.0,2.0,3412.0,191.0,39.21,7.0,19.0,9.0,AUS
YBK Jaiswal,2023-2025,55,79.0,5.0,3405.0,214.0,46.01,9.0,18.0,8.0,IND
Aasif Sheikh,2021-2026,135,134.0,8.0,3387.0,110.0,26.88,1.0,23.0,8.0,NEP
GC Wilson,2007-2020,188,171.0,21.0,3385.0,113.0,22.56,1.0,15.0,12.0,IRE
WA Young,2020-2026,98,115.0,8.0,3382.0,120.0,31.6,4.0,24.0,8.0,NZ
M Kaif,2000-2006,138,132.0,27.0,3377.0,148.0,32.16,3.0,20.0,9.0,IND
DS Airee,2018-2026,162,146.0,25.0,3366.0,110.0,27.81,2.0,17.0,9.0,NEP
MD Shanaka,2015-2026,208,193.0,32.0,3351.0,108.0,20.81,2.0,13.0,24.0,SL
Jatinder Singh,2015-2026,138,137.0,9.0,3350.0,118.0,26.17,4.0,18.0,6.0,OMA
RG Twose,1995-2001,103,108.0,13.0,3345.0,103.0,35.21,1.0,26.0,10.0,NZ
K Bhurtel,2021-2026,139,136.0,7.0,3339.0,115.0,25.88,2.0,22.0,13.0,NEP
A Vala,2014-2025,132,129.0,11.0,3339.0,104.0,28.29,1.0,20.0,6.0,PNG
CJ Chibhabha,2005-2023,150,154.0,2.0,3316.0,99.0,21.81,0.0,22.0,12.0,ZIM
JDS Neesham,2012-2026,193,164.0,35.0,3309.0,137.0,25.65,2.0,11.0,12.0,NZ
MD Patel,2019-2026,118,110.0,7.0,3299.0,130.0,32.02,4.0,25.0,13.0,USA
Hashmatullah Shahidi,2013-2025,110,116.0,23.0,3293.0,246.0,35.4,2.0,24.0,6.0,AFG
TG Southee,2008-2024,394,302.0,69.0,3288.0,77.0,14.11,0.0,8.0,40.0,NZ
KLT Arthurton,1988-1999,138,143.0,25.0,3286.0,157.0,27.84,2.0,17.0,20.0,WI
FE Woolley,1909-1934,64,98.0,7.0,3283.0,154.0,36.07,5.0,23.0,13.0,ENG
CC Hunte,1958-1967,44,78.0,6.0,3245.0,260.0,45.06,8.0,13.0,5.0,WI
H Klaasen,2018-2025,122,117.0,17.0,3245.0,174.0,32.45,4.0,16.0,4.0,SA
R Powell,2016-2026,168,151.0,19.0,3240.0,107.0,24.54,2.0,12.0,5.0,WI
MW Goodwin,1998-2000,90,107.0,7.0,3232.0,166.0,32.32,5.0,16.0,5.0,ZIM
Virandeep Singh,2019-2026,114,107.0,20.0,3228.0,116.0,37.1,1.0,23.0,7.0,MAS
Khaled Mashud,1995-2007,170,194.0,37.0,3227.0,103.0,20.55,1.0,10.0,19.0,BAN
VL Manjrekar,1951-1965,55,92.0,10.0,3208.0,189.0,39.12,7.0,15.0,11.0,IND
CL White,2005-2018,142,128.0,32.0,3202.0,105.0,33.35,2.0,16.0,7.0,AUS
VT Trumper,1899-1912,48,89.0,8.0,3163.0,214.0,39.04,8.0,13.0,7.0,AUS
MA Starc,2010-2026,300,252.0,71.0,3159.0,99.0,17.45,0.0,14.0,29.0,AUS
C Green,2020-2026,96,112.0,19.0,3156.0,174.0,33.93,3.0,15.0,6.0,AUS
SMH Kirmani,1976-1986,137,155.0,35.0,3132.0,102.0,26.1,2.0,12.0,9.0,IND
KOA Powell,2009-2021,91,128.0,1.0,3130.0,134.0,24.64,3.0,16.0,12.0,WI
MG Johnson,2005-2015,256,217.0,55.0,3125.0,123.0,19.29,1.0,13.0,27.0,AUS
Babar Hayat,2014-2026,125,121.0,15.0,3123.0,122.0,29.46,2.0,20.0,11.0,HKG
JJ Crowe,1983-1990,114,136.0,16.0,3119.0,128.0,25.99,3.0,13.0,12.0,NZ
Shan Masood,2013-2025,72,110.0,5.0,3108.0,156.0,29.6,6.0,17.0,13.0,PAK
CC McDonald,1952-1961,47,83.0,4.0,3107.0,170.0,39.32,5.0,17.0,2.0,AUS
BF Butcher,1958-1969,44,78.0,6.0,3104.0,209.0,43.11,7.0,16.0,3.0,WI
GS Blewett,1995-2000,78,109.0,7.0,3103.0,214.0,30.42,4.0,17.0,9.0,AUS
Rashid Latif,1992-2003,203,174.0,38.0,3090.0,150.0,22.72,1.0,10.0,12.0,PAK
JD Ryder,2008-2014,88,96.0,4.0,3088.0,201.0,33.56,6.0,15.0,11.0,NZ
Nizakat Khan,2014-2026,143,140.0,9.0,3078.0,94.0,23.49,0.0,15.0,9.0,HKG
EC Joyce,2006-2018,97,94.0,11.0,3074.0,160.0,37.03,6.0,16.0,5.0,IRE
AL Hassett,1938-1953,43,69.0,3.0,3073.0,198.0,46.56,10.0,11.0,1.0,AUS
NJ O'Brien,2006-2018,134,131.0,11.0,3065.0,109.0,25.54,1.0,19.0,4.0,IRE
J Charles,2011-2026,127,126.0,0.0,3062.0,130.0,24.3,3.0,12.0,18.0,WI
CG Borde,1958-1969,55,97.0,11.0,3061.0,177.0,35.59,5.0,18.0,13.0,IND
Javed Omar,1995-2007,99,139.0,6.0,3032.0,119.0,22.79,1.0,18.0,7.0,BAN
KR Stackpole,1966-1974,49,86.0,5.0,3031.0,207.0,37.41,7.0,17.0,5.0,AUS
D Ganga,1998-2008,84,121.0,3.0,3029.0,135.0,25.66,3.0,18.0,14.0,WI
BC Broad,1984-1989,59,78.0,2.0,3022.0,162.0,39.76,7.0,17.0,5.0,ENG
DS Smith,2003-2018,96,127.0,4.0,3022.0,108.0,24.56,2.0,15.0,11.0,WI
MG Burgess,1968-1981,76,112.0,6.0,3020.0,119.0,28.49,5.0,14.0,6.0,NZ
C Munro,2012-2020,123,117.0,9.0,3010.0,109.0,27.87,3.0,19.0,13.0,NZ
MS Chapman,2014-2026,145,123.0,19.0,3006.0,132.0,28.9,4.0,14.0,8.0,NZ
TP Ura,2014-2024,121,120.0,9.0,2997.0,151.0,27.0,2.0,20.0,8.0,PNG
DL Houghton,1983-1997,85,96.0,4.0,2994.0,266.0,32.54,5.0,16.0,5.0,ZIM
Saeed Ahmed,1958-1973,41,78.0,4.0,2991.0,172.0,40.41,5.0,16.0,2.0,PAK
Sadiq Mohammad,1969-1981,60,93.0,3.0,2962.0,166.0,32.91,5.0,12.0,6.0,PAK
Mashrafe Mortaza,2001-2020,310,264.0,44.0,2961.0,79.0,13.45,0.0,4.0,33.0,BAN
AD Nourse,1935-1951,34,62.0,7.0,2960.0,231.0,53.81,9.0,14.0,3.0,SA
KR Miller,1946-1956,55,87.0,7.0,2958.0,147.0,36.97,7.0,13.0,5.0,AUS
GH Dockrell,2010-2026,292,205.0,68.0,2945.0,91.0,21.49,0.0,8.0,15.0,IRE
MS Sinclair,1999-2010,89,108.0,9.0,2939.0,214.0,29.68,5.0,12.0,14.0,NZ
HW Taylor,1912-1932,42,76.0,4.0,2936.0,176.0,40.77,7.0,17.0,2.0,SA
RW Chakabva,2008-2022,132,149.0,9.0,2931.0,102.0,20.93,2.0,9.0,17.0,ZIM
J Blackwood,2014-2023,59,105.0,7.0,2921.0,112.0,29.8,3.0,18.0,7.0,WI
V Aravind,2019-2025,111,106.0,8.0,2917.0,115.0,29.76,2.0,15.0,10.0,UAE
MP Stoinis,2015-2026,158,134.0,32.0,2911.0,146.0,28.53,1.0,12.0,7.0,AUS
RP Burl,2017-2026,173,158.0,38.0,2910.0,83.0,24.25,0.0,10.0,10.0,ZIM
Syed Aziz,2019-2026,120,114.0,18.0,2878.0,126.0,29.97,1.0,20.0,8.0,MAS
IDS Smith,1980-1992,161,165.0,33.0,2870.0,173.0,21.74,2.0,9.0,14.0,NZ
WW Armstrong,1902-1921,50,84.0,10.0,2863.0,159.0,38.68,6.0,8.0,6.0,AUS
RL Dias,1979-1987,78,91.0,6.0,2858.0,121.0,33.62,5.0,19.0,5.0,SL
LRD Mendis,1975-1989,103,117.0,10.0,2856.0,124.0,26.69,4.0,15.0,6.0,SL
Anshuman Rath,2014-2026,94,93.0,9.0,2838.0,143.0,33.78,2.0,17.0,4.0,HKG
Samiullah Shinwari,2009-2022,149,130.0,22.0,2824.0,96.0,26.14,0.0,13.0,3.0,AFG
Imran Nazir,1999-2012,112,116.0,3.0,2822.0,160.0,24.97,4.0,13.0,15.0,PAK
IK Pathan,2003-2012,173,141.0,33.0,2821.0,102.0,26.12,1.0,11.0,12.0,IND
MH Richardson,2000-2004,42,69.0,3.0,2818.0,145.0,42.69,4.0,19.0,2.0,NZ
CB Wishart,1995-2005,117,132.0,9.0,2817.0,172.0,22.9,3.0,10.0,14.0,ZIM
BM McMillan,1991-1998,116,114.0,28.0,2809.0,127.0,32.66,4.0,13.0,6.0,SA
Haris Sohail,2013-2023,75,84.0,8.0,2806.0,147.0,36.92,4.0,19.0,3.0,PAK
MAK Pataudi,1961-1975,46,83.0,3.0,2793.0,203.0,34.91,6.0,16.0,7.0,IND
Sabbir Rahman,2014-2022,125,128.0,14.0,2791.0,102.0,24.48,1.0,14.0,13.0,BAN
NCL O'Neill,1958-1965,42,69.0,8.0,2779.0,181.0,45.55,6.0,15.0,6.0,AUS
SC Williams,1994-2002,88,107.0,9.0,2769.0,128.0,28.25,2.0,15.0,12.0,WI
MJ Horne,1997-2003,85,113.0,2.0,2768.0,157.0,24.93,4.0,10.0,7.0,NZ
MD Marshall,1978-1992,217,190.0,30.0,2765.0,92.0,17.28,0.0,12.0,20.0,WI
Aftab Ahmed,2004-2010,112,127.0,10.0,2764.0,92.0,23.62,0.0,16.0,12.0,BAN
M Leyland,1928-1938,41,65.0,5.0,2764.0,187.0,46.06,9.0,10.0,6.0,ENG
SJ McCabe,1930-1938,39,62.0,5.0,2748.0,232.0,48.21,6.0,13.0,4.0,AUS
BJ Bennett,2023-2026,80,88.0,8.0,2745.0,169.0,34.31,4.0,14.0,9.0,ZIM
CK Kapugedera,2006-2017,153,137.0,17.0,2745.0,96.0,22.87,0.0,13.0,8.0,SL
B Lee,1999-2012,322,212.0,68.0,2728.0,64.0,18.94,0.0,8.0,32.0,AUS
B Sutcliffe,1947-1965,42,76.0,8.0,2727.0,230.0,40.1,5.0,15.0,5.0,NZ
N Boje,1995-2006,159,133.0,28.0,2726.0,129.0,25.96,2.0,8.0,7.0,SA
MR Ramprakash,1991-2002,70,110.0,10.0,2726.0,154.0,27.26,2.0,13.0,12.0,ENG
FM Engineer,1961-1975,51,91.0,4.0,2725.0,121.0,31.32,2.0,17.0,7.0,IND
NR Mongia,1994-2001,184,164.0,41.0,2714.0,152.0,22.06,1.0,8.0,10.0,IND
PD Salt,2021-2026,93,87.0,6.0,2705.0,141.0,33.39,5.0,13.0,7.0,ENG
Nasir Hossain,2011-2018,115,108.0,14.0,2695.0,100.0,28.67,2.0,14.0,8.0,BAN
C de Grandhomme,2012-2022,115,118.0,21.0,2679.0,120.0,27.61,2.0,15.0,14.0,NZ
DD Ebrahim,2001-2005,111,131.0,7.0,2668.0,121.0,21.51,1.0,14.0,16.0,ZIM
S Matsikenyeri,2002-2015,131,136.0,10.0,2651.0,90.0,21.03,0.0,15.0,10.0,ZIM
GM Ritchie,1982-1987,74,95.0,12.0,2649.0,146.0,31.91,3.0,13.0,3.0,AUS
C Campher,2020-2026,122,113.0,12.0,2642.0,120.0,26.15,2.0,12.0,9.0,IRE
Zeeshan Maqsood,2015-2024,121,109.0,15.0,2642.0,109.0,28.1,3.0,12.0,6.0,OMA
MD Gunathilaka,2015-2022,101,107.0,1.0,2641.0,133.0,24.91,2.0,16.0,5.0,SL
AN Petersen,2006-2015,59,85.0,5.0,2611.0,182.0,32.63,5.0,12.0,3.0,SA
SM Patil,1980-1986,74,89.0,5.0,2593.0,174.0,30.86,4.0,16.0,8.0,IND
Asif Khan,2022-2025,94,93.0,14.0,2572.0,151.0,32.55,3.0,13.0,6.0,UAE
C Washbrook,1937-1956,37,66.0,6.0,2569.0,195.0,42.81,6.0,12.0,2.0,ENG
Aqib Ilyas,2015-2024,88,85.0,9.0,2564.0,109.0,33.73,2.0,19.0,5.0,OMA
DJ Hussey,2008-2013,108,97.0,9.0,2552.0,111.0,29.0,1.0,17.0,8.0,AUS
RR Patel,2008-2025,132,116.0,21.0,2551.0,120.0,26.85,1.0,13.0,7.0,KENYA
JEC Franklin,2001-2013,179,157.0,42.0,2541.0,122.0,22.09,1.0,8.0,13.0,NZ
TA Blundell,2017-2025,65,92.0,12.0,2530.0,138.0,31.62,5.0,13.0,6.0,NZ
SM Nurse,1960-1969,29,54.0,1.0,2523.0,258.0,47.6,6.0,10.0,3.0,WI
Towhid Hridoy,2023-2026,104,93.0,12.0,2518.0,100.0,31.08,1.0,16.0,4.0,BAN
EJ Barlow,1961-1970,30,57.0,2.0,2516.0,201.0,45.74,6.0,15.0,3.0,SA
TL Goddard,1955-1970,41,78.0,5.0,2516.0,112.0,34.46,1.0,18.0,4.0,SA
TM Odoyo,1996-2014,147,129.0,16.0,2515.0,111.0,22.25,1.0,8.0,14.0,KENYA
BL D'Oliveira,1966-1972,48,74.0,9.0,2514.0,158.0,38.67,5.0,15.0,4.0,ENG
PHKD Mendis,2018-2026,84,88.0,13.0,2514.0,182.0,33.52,5.0,11.0,5.0,SL
Rohan Mustafa,2014-2023,139,128.0,10.0,2510.0,109.0,21.27,1.0,11.0,15.0,UAE
TD Paine,2009-2021,82,101.0,14.0,2506.0,111.0,28.8,1.0,14.0,7.0,AUS
AC Voges,2007-2016,58,64.0,18.0,2494.0,269.0,54.21,6.0,9.0,2.0,AUS
CJ Anderson,2012-2024,104,101.0,12.0,2489.0,131.0,27.96,2.0,11.0,10.0,USA
Yashpal Sharma,1978-1985,79,99.0,20.0,2489.0,140.0,31.5,2.0,13.0,4.0,IND
CJ Tavare,1980-1989,60,84.0,4.0,2475.0,149.0,30.93,2.0,16.0,6.0,ENG
W Bardsley,1909-1926,41,66.0,5.0,2469.0,193.0,40.47,6.0,14.0,6.0,AUS
GRJ Matthews,1983-1993,92,103.0,21.0,2468.0,130.0,30.09,4.0,13.0,7.0,AUS
DR Smith,2004-2015,148,135.0,6.0,2462.0,105.0,19.08,1.0,11.0,19.0,WI
OA Shah,2001-2009,94,91.0,7.0,2450.0,107.0,29.16,1.0,15.0,6.0,ENG
MN Waller,2009-2018,125,131.0,15.0,2449.0,99.0,21.11,0.0,10.0,16.0,ZIM
MA Leask,2013-2026,170,137.0,23.0,2444.0,107.0,21.43,1.0,9.0,10.0,SCOT
P Roy,1951-1960,43,79.0,4.0,2442.0,173.0,32.56,5.0,9.0,14.0,IND
WJ Edrich,1938-1955,39,63.0,2.0,2440.0,219.0,40.0,6.0,13.0,3.0,ENG
DJ McGlew,1951-1962,34,64.0,6.0,2440.0,255.0,42.06,7.0,10.0,4.0,SA
TG Evans,1946-1959,91,133.0,14.0,2439.0,104.0,20.49,2.0,8.0,17.0,ENG
Aaron Jones,2019-2025,100,95.0,14.0,2434.0,123.0,30.04,1.0,13.0,3.0,USA
LEG Ames,1929-1939,47,72.0,12.0,2434.0,149.0,40.56,8.0,7.0,5.0,ENG
PG Fulton,2004-2014,84,97.0,7.0,2428.0,136.0,26.97,3.0,13.0,7.0,NZ
Azhar Mahmood,1996-2007,164,144.0,30.0,2421.0,136.0,21.23,3.0,4.0,14.0,PAK
Saim Ayub,2023-2026,92,95.0,4.0,2413.0,113.0,26.51,3.0,12.0,12.0,PAK
Abdullah Shafique,2020-2025,57,79.0,6.0,2411.0,201.0,33.02,6.0,12.0,15.0,PAK
JHB Waite,1951-1965,50,86.0,7.0,2405.0,134.0,30.44,4.0,16.0,9.0,SA
Gulbadin Naib,2011-2026,174,150.0,31.0,2402.0,82.0,20.18,0.0,9.0,15.0,AFG
KR Mayers,2020-2025,87,97.0,5.0,2382.0,210.0,25.89,4.0,7.0,9.0,WI
PJ Hughes,2009-2014,52,74.0,3.0,2367.0,160.0,33.33,5.0,11.0,7.0,AUS
RR Singh,1989-2001,137,115.0,23.0,2363.0,100.0,25.68,1.0,9.0,5.0,IND
JJ Smit,2019-2026,125,111.0,29.0,2350.0,111.0,28.65,1.0,7.0,7.0,NAM
Ishan Kishan,2021-2026,74,72.0,5.0,2339.0,210.0,34.91,2.0,18.0,3.0,IND
TL Seifert,2018-2026,94,87.0,11.0,2338.0,97.0,30.76,0.0,17.0,5.0,NZ
WB Phillips,1982-1986,75,89.0,8.0,2337.0,159.0,28.85,2.0,13.0,2.0,AUS
W Rhodes,1899-1930,58,98.0,21.0,2325.0,179.0,30.19,2.0,11.0,6.0,ENG
Junaid Siddique,2007-2012,80,97.0,1.0,2324.0,106.0,24.2,2.0,14.0,9.0,BAN
RC Russell,1987-1998,94,117.0,23.0,2320.0,128.0,24.68,2.0,7.0,8.0,ENG
NH Fairbrother,1987-1999,85,86.0,19.0,2311.0,113.0,34.49,1.0,17.0,3.0,ENG
GT Dowling,1961-1972,39,77.0,3.0,2306.0,239.0,31.16,3.0,11.0,6.0,NZ
WM Woodfull,1926-1934,35,54.0,4.0,2300.0,161.0,46.0,7.0,13.0,6.0,AUS
